Client ID,RM ID,Birth year_Client,Sex_Client,Wealth_Client,Country_Client,Satisfaction and loyalty_Client,Costumer profile,Frequency of Communication,Knowledge and experience_Client,Birth year_RM,Sex_RM,Years of employment_RM,Nationality_RM,Trustworthiness,Fitting transactions rate,Salary,Amount,Date,Liquidity,Volume,Fitting transaction,Fitting asset class,Fitting geography,Riskyness
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,57970089.54,8/20/2024,5,4301045435,1,1,0,4
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,16418543.88,10/20/2023,2,11910187898,1,0,1,3
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,58980461.47,2/13/2024,4,29273679216,1,1,0,3
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,4672970.181,45088,2,27542592267,1,0,1,5
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,10987794.75,44995,5,18006485204,1,0,0,5
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,17302619.32,45087,1,17785531210,1,0,0,5
12.182.224.136,7258361731,1983,F,126296491.4,Thailand,5,2,17,2,1960,M,11,Germany,3,0.59,581371,39909691.27,11/28/2023,1,10735039915,0,1,1,3
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,9829198.033,45323,5,13660349980,0,1,1,5
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,16904321.26,2/22/2024,1,11727284824,0,0,1,3
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,10493974.71,45292,3,3264979883,0,1,1,2
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,2326718.375,4/19/2024,5,17343382175,0,0,1,3
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,22412470.88,45597,4,15223560009,1,1,0,2
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,19563427.97,3/25/2024,4,9701689321,1,1,1,3
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,854712.8725,44996,4,4522578154,0,0,1,3
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,22649891.12,45209,2,12727231418,1,1,0,1
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,18661231.05,45359,5,11983486781,0,0,0,4
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,19088587.48,45118,5,5707612443,0,1,0,5
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,23742024.24,45354,2,20208105392,0,0,0,2
12.203.210.137,4771581983,1972,F,47484048.47,Jamaica,2,3,64,5,1956,M,1,Switzerland,5,0.99,106034,11918496.17,7/16/2024,3,10066673978,0,0,1,2
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,32496322.51,8/17/2024,1,4306413900,0,0,0,4
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,4511420.045,9/23/2023,2,25123868637,1,0,0,3
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,140981.8764,4/15/2024,3,167363292.5,0,0,0,3
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,8388421.647,4/15/2024,4,9800570622,1,0,1,3
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,3877001.602,9/18/2023,3,5960333171,1,1,1,4
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,0,1/14/2024,2,376830499.2,0,0,1,3
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,10150695.1,12/25/2023,5,5924334982,0,1,1,3
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,15155551.72,4/30/2024,4,16079264884,0,1,0,5
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,14450642.33,45328,4,15450444714,0,1,1,2
120.71.16.216,1787376877,1970,M,70490938.21,China,2,2,57,1,1985,F,4,Switzerland,1,0.99,670380,23050536.79,5/26/2024,4,16777260921,1,1,0,3
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,32564265.43,45634,3,16403388978,0,1,0,1
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,4179890.787,11/27/2023,3,17143645739,1,0,0,2
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,5249165.174,5/20/2024,3,19848143004,1,0,0,2
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,45589971.6,45536,5,5086694416,0,1,1,1
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,47825727.14,1/20/2024,3,4027709406,0,0,0,3
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,14094980.56,6/22/2024,5,4067505935,1,1,0,2
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,6998886.899,5/29/2024,1,9820241141,0,1,1,5
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,17983251.06,6/29/2024,3,28543367565,1,1,1,5
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,27412307.02,6/14/2024,4,25546184339,1,1,1,1
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,12053638.55,44937,3,28799621390,1,0,1,1
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,29550855.79,12/27/2023,5,24961300171,1,0,0,2
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,13706153.51,45292,3,15930826467,1,0,1,1
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,24690517.67,45386,3,8094161472,0,0,0,2
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,12831292.65,9/26/2023,5,19946349311,1,1,1,5
121.164.154.71,4707715273,1991,F,97206762.48,China,2,5,17,1,1970,F,26,Croatia,3,0.73,461630,6026819.274,5/17/2024,5,17564453935,1,1,0,2
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,4266557.389,2/26/2024,2,8151775216,1,1,0,2
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,23335456.74,7/13/2024,3,21495197167,1,0,0,5
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,20200843.15,7/28/2024,1,7210557880,1,1,1,2
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,38050726.1,45391,4,18444413348,1,0,1,5
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,30910772.92,6/18/2024,5,27729815549,1,0,0,4
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,39966323.3,45272,2,24724015506,1,0,0,5
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,25338126.54,45178,4,13663988520,0,0,1,3
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,6269227.184,45300,5,20299171595,0,0,1,2
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,38399016.5,4/15/2024,5,26006936612,1,0,1,1
121.187.133.233,1536986097,1987,M,87072599.78,Russia,5,4,39,3,1957,M,27,Croatia,2,0.85,112637,26295925.13,9/16/2023,4,8373012050,1,1,0,4
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,641349.5016,10/20/2023,4,10120356102,0,1,0,5
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,4949080.321,45241,1,19761481251,1,1,1,4
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,1229253.211,6/13/2024,1,22672703863,0,1,1,5
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,1656819.546,45298,5,6036219271,1,1,0,5
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,3260193.3,9/23/2023,5,22246347280,0,1,0,4
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,2223344.939,45539,4,13776652981,1,1,0,1
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,3163990.875,5/13/2024,4,13722918842,0,0,0,3
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,2576087.165,10/20/2023,1,8660975798,0,1,0,5
122.71.52.149,1536986097,1995,M,10689158.36,Philippines,1,1,11,3,1957,M,27,Croatia,2,0.85,112637,3623624.684,4/30/2024,4,26749130121,1,1,0,4
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,8656301.136,5/25/2024,2,21141882203,1,1,1,2
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,3492893.441,7/13/2024,5,14629923388,0,1,1,3
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,21767306.95,45634,5,26198347267,1,1,0,1
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,24652740.66,45326,2,17872283444,1,1,1,4
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,18730008.31,3/25/2024,5,3742462813,1,1,0,4
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,15490223.09,9/14/2023,1,14541431501,1,0,0,3
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,10731788.54,45447,4,16950702519,1,0,1,5
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,9668734.017,3/22/2024,2,16280798675,0,1,1,1
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,23032848.05,10/22/2023,3,27728726838,1,1,0,5
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,2024865.763,3/19/2024,4,27742627166,1,1,1,1
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,5264650.983,11/20/2023,1,21781299708,1,0,0,1
122.87.126.217,9704845243,1955,M,50621644.07,Canada,1,1,15,1,1962,F,12,France,5,0.52,252367,6074597.288,9/16/2023,1,8713390436,0,0,1,5
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,6653117.711,45417,5,12836991672,0,1,1,3
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,1133223.346,7/28/2024,5,26372314466,0,1,1,2
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,13123457.46,2/19/2024,3,12401899302,0,1,0,4
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,7932563.425,8/22/2024,4,18090338611,1,0,1,5
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,10308676.89,2/28/2024,1,8768666029,1,0,0,3
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,14402903.18,45386,1,28990980238,0,1,0,1
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,2083668.734,2/24/2024,4,26108139426,0,1,0,1
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,8151896.976,1/28/2024,1,25082758147,1,0,1,4
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,6324117.385,44936,2,29523889413,1,0,1,5
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,2047113.142,45415,4,12153660797,0,0,0,4
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,11222566.69,45573,3,24370684122,1,1,1,2
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,8846453.22,45387,2,19029865998,0,1,0,4
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,13854569.3,3/19/2024,2,7149890364,1,1,1,2
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,13160013.06,2/27/2024,1,14583602511,0,1,0,1
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,877334.2037,2/16/2024,1,24739402782,1,1,1,5
122.92.138.34,1536986097,1951,M,36555591.82,Russia,1,5,15,3,1957,M,27,Croatia,2,0.85,112637,12246123.26,8/13/2024,2,2068002972,1,0,1,1
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,1209966.383,45449,1,20614007387,1,0,1,4
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,771001.8349,45627,3,24146200714,0,1,0,4
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,244807.152,45272,2,18362080763,1,1,1,3
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,804768.3387,4/24/2024,1,12348562596,1,1,1,5
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,1100225.246,9/26/2023,4,8537036621,1,0,0,2
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,728793.7053,1/16/2024,2,15794948699,0,1,1,1
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,1235291.261,1/19/2024,2,15017022746,0,0,1,2
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,241993.2767,3/30/2024,1,11479775947,0,0,0,1
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,861045.8449,45505,5,20922250384,0,1,1,4
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,900440.0992,4/28/2024,5,1504594891,0,1,0,4
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,42208.12965,12/23/2023,2,2088570015,0,0,1,3
124.112.226.197,1192631234,1941,M,2813875.31,China,2,4,21,1,1989,F,25,France,3,0.75,1158671,1277499.391,11/16/2023,4,26136133947,1,0,0,5
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,25304154.93,10/14/2023,1,26870368604,0,0,0,1
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,4157111.168,44997,4,16444843150,0,1,0,2
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,20785555.84,45327,3,26215956214,1,1,0,3
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,28738290.25,45604,5,17080606796,1,0,0,2
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,29190150.16,45270,1,28650492482,1,0,0,4
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,31268705.74,45538,5,18946090661,1,0,0,4
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,25394526.92,11/27/2023,3,7850310582,1,1,0,2
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,32262797.54,2/18/2024,5,27220321294,1,1,1,1
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,29642010.07,45208,2,6154473485,1,0,1,3
124.162.144.228,5443864351,1995,M,90371981.91,Philippines,2,1,64,3,1959,M,20,Switzerland,1,0.77,998004,29099778.18,45352,1,10303770790,1,0,0,5
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,25521889.71,45149,5,23005043394,0,1,1,1
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,8399609.271,45414,5,24306821297,1,0,0,3
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,12922475.8,45505,3,8024646134,0,0,0,1
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,10661042.54,7/19/2024,1,21787105065,0,0,1,2
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,0,4/20/2024,3,4332937081,1,0,0,5
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,23906580.23,12/30/2023,3,17266259528,1,0,1,4
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,19222182.75,2/24/2024,3,8941915343,0,0,1,1
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,15937720.15,1/30/2024,2,3405614520,1,0,0,4
124.216.93.206,8648305438,1979,F,53843649.17,China,5,4,43,5,1988,M,2,Switzerland,3,0.8,729150,20299055.74,45568,2,25137691009,1,1,0,4
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,31867783.53,45325,4,1111198092,1,0,0,2
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,19668397.65,45445,2,27529368493,0,1,0,4
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,50913763.53,10/23/2023,5,3139482921,1,0,0,5
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,15933891.77,6/23/2024,1,25844886378,0,1,1,1
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,43320268.24,45628,2,7746963181,0,1,1,2
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,41950949.41,5/18/2024,1,7667311744,0,0,1,1
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,14191122.35,45569,1,14808444385,0,1,1,1
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,61494863.53,45356,5,9984332180,0,1,1,1
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,2240703.53,45418,5,722271506.4,1,0,1,2
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,61619347.06,4/18/2024,1,10290659151,1,1,1,3
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,5103824.706,8/13/2024,3,29765313116,0,1,1,4
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,24274288.24,8/24/2024,5,29030541919,0,0,0,5
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,16182858.82,10/31/2023,5,16649781347,1,1,0,4
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,54150335.3,44997,4,4072669624,1,1,1,3
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,33361585.88,1/21/2024,3,14065255042,1,1,1,2
124.227.170.201,1787376877,1952,M,124483529.4,Indonesia,5,2,64,4,1985,F,4,Switzerland,1,0.99,670380,45063037.65,45567,2,2091751981,0,0,0,2
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,1858827.855,2/15/2024,1,26710625519,0,0,1,3
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,1458400.086,1/20/2024,3,4516556273,0,0,0,3
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,273976.8948,45601,3,12075944645,0,1,0,4
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,1243433.599,10/29/2023,3,10807193068,1,1,0,2
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,543738.7604,9/19/2023,5,8554329748,0,1,0,3
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,632254.3725,1/19/2024,3,29121379882,0,0,1,5
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,1766097.214,45149,4,979765420.1,0,0,0,3
125.24.227.181,7601053474,1994,F,4215029.15,Spain,5,2,1,3,1998,M,16,France,3,0.92,527619,1251863.658,45331,2,20132178254,0,1,0,3
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,15726237.28,45536,1,20952183092,0,0,0,1
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,33455816.9,3/25/2024,2,6405179065,0,1,1,5
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,3005013.494,7/26/2024,4,11481900627,0,1,1,4
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,9215374.714,12/19/2023,3,12004787526,0,1,1,4
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,23939940.83,12/23/2023,3,13399059309,0,1,0,4
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,33455816.9,11/29/2023,5,4960073968,0,0,1,3
125.63.158.4,7813313828,1967,M,100167116.5,Argentina,4,5,65,4,1978,M,27,Germany,3,0.64,912904,20133590.41,45180,1,5721227681,1,1,0,4
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,10140632.29,45297,1,3669819154,1,1,1,5
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,40309013.36,45057,2,19662229496,1,1,0,1
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,6084379.375,45474,3,8718875936,1,1,0,1
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,23407959.54,11/15/2023,3,3571824597,1,1,0,1
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,18253138.13,3/26/2024,1,5935960412,1,0,0,4
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,9464590.139,9/17/2023,2,896704044.5,1,0,1,2
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,14788422.09,10/13/2023,2,22994474207,1,1,1,4
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,28478275.69,3/25/2024,4,5487100517,0,0,0,3
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,11661727.14,4/28/2024,5,11084846101,0,0,0,5
126.34.189.183,4771581983,1952,M,84505269.1,Philippines,1,4,31,2,1956,M,1,Switzerland,5,0.99,106034,21041812.01,5/23/2024,3,20474389071,1,1,1,3
127.116.44.143,7453509238,1984,M,14498012.11,Cuba,2,3,40,4,1995,M,30,Switzerland,5,0.77,651095,3131570.616,45601,5,18826261273,1,0,1,2
127.116.44.143,7453509238,1984,M,14498012.11,Cuba,2,3,40,4,1995,M,30,Switzerland,5,0.77,651095,5059806.226,45417,2,12571433667,1,1,0,3
