"","Client ID","RM ID","Birth year_Client","Sex_Client","Wealth_Client","Country_Client","Satisfaction and loyalty_Client","Costumer profile","Frequency of Communication","Knowledge and experience_Client","Birth year_RM","Sex_RM","Years of employment_RM","Nationality_RM","Trustworthiness","Fitting transactions rate","Salary","Amount","Date","Liquidity","Volume","Fitting transaction","Fitting asset class","Fitting geography","Riskyness"
"493","122.87.126.217",9704845243,1955,1,50621644.07,"Canada",1,1,15,1,1962,0,12,"France",5,0.52,252367,23032848.05185,"10/22/2023",3,27728726837.7,1,1,0,5
"494","122.87.126.217",9704845243,1955,1,50621644.07,"Canada",1,1,15,1,1962,0,12,"France",5,0.52,252367,2024865.7628,"3/19/2024",4,27742627165.55,1,1,1,1
"495","122.87.126.217",9704845243,1955,1,50621644.07,"Canada",1,1,15,1,1962,0,12,"France",5,0.52,252367,5264650.98328,"11/20/2023",1,21781299707.58,1,0,0,1
"496","122.87.126.217",9704845243,1955,1,50621644.07,"Canada",1,1,15,1,1962,0,12,"France",5,0.52,252367,6074597.2884,"9/16/2023",1,8713390435.88,0,0,1,5
"497","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,6653117.71124,"45417",5,12836991671.81,0,1,1,3
"498","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,1133223.34642,"7/28/2024",5,26372314465.96,0,1,1,2
"499","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,13123457.46338,"2/19/2024",3,12401899301.53,0,1,0,4
"500","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,7932563.42494,"8/22/2024",4,18090338611.18,1,0,1,5
"501","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,10308676.89324,"2/28/2024",1,8768666028.74,1,0,0,3
"502","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,14402903.17708,"45386",1,28990980237.65,0,1,0,1
"503","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,2083668.73374,"2/24/2024",4,26108139426.45,0,1,0,1
"504","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,8151896.97586,"1/28/2024",1,25082758146.55,1,0,1,4
"505","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,6324117.38486,"44936",2,29523889413.49,1,0,1,5
"506","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,2047113.14192,"45415",4,12153660796.63,0,0,0,4
"507","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,11222566.68874,"45573",3,24370684122.05,1,1,1,2
"508","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,8846453.22044,"45387",2,19029865998.31,0,1,0,4
"509","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,13854569.29978,"3/19/2024",2,7149890363.86,1,1,1,2
"510","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,13160013.0552,"2/27/2024",1,14583602510.97,0,1,0,1
"511","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,877334.20368,"2/16/2024",1,24739402782.42,1,1,1,5
"512","122.92.138.34",1536986097,1951,1,36555591.82,"Russia",1,5,15,3,1957,1,27,"Croatia",2,0.85,112637,12246123.2597,"8/13/2024",2,2068002972.23,1,0,1,1
"513","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,1209966.3833,"45449",1,20614007387.09,1,0,1,4
"514","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,771001.83494,"45627",3,24146200713.57,0,1,0,4
"515","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,244807.15197,"45272",2,18362080763.44,1,1,1,3
"516","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,804768.33866,"4/24/2024",1,12348562595.57,1,1,1,5
"517","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,1100225.24621,"9/26/2023",4,8537036621.15,1,0,0,2
"518","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,728793.70529,"1/16/2024",2,15794948699.4,0,1,1,1
"519","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,1235291.26109,"1/19/2024",2,15017022745.86,0,0,1,2
"520","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,241993.27666,"3/30/2024",1,11479775947.14,0,0,0,1
"521","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,861045.84486,"45505",5,20922250384.11,0,1,1,4
"522","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,900440.0992,"4/28/2024",5,1504594891.16,0,1,0,4
"523","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,42208.12965,"12/23/2023",2,2088570014.86,0,0,1,3
"524","124.112.226.197",1192631234,1941,1,2813875.31,"China",2,4,21,1,1989,0,25,"France",3,0.75,1158671,1277499.39074,"11/16/2023",4,26136133946.78,1,0,0,5
"525","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,25304154.9348,"10/14/2023",1,26870368604.01,0,0,0,1
"526","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,4157111.16786,"44997",4,16444843150.12,0,1,0,2
"527","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,20785555.8393,"45327",3,26215956213.67,1,1,0,3
"528","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,28738290.24738,"45604",5,17080606796.02,1,0,0,2
"529","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,29190150.15693,"45270",1,28650492481.85,1,0,0,4
"530","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,31268705.74086,"45538",5,18946090660.52,1,0,0,4
"531","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,25394526.91671,"11/27/2023",3,7850310582.35,1,1,0,2
"532","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,32262797.54187,"2/18/2024",5,27220321293.82,1,1,1,1
"533","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,29642010.06648,"45208",2,6154473484.56,1,0,1,3
"534","124.162.144.228",5443864351,1995,1,90371981.91,"Philippines",2,1,64,3,1959,1,20,"Switzerland",1,0.77,998004,29099778.17502,"45352",1,10303770790.24,1,0,0,5
"535","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,25521889.70658,"45149",5,23005043393.82,0,1,1,1
"536","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,8399609.27052,"45414",5,24306821297.23,1,0,0,3
"537","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,12922475.8008,"45505",3,8024646133.73,0,0,0,1
"538","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,10661042.53566,"7/19/2024",1,21787105064.68,0,0,1,2
"539","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,0,"4/20/2024",3,4332937081.48,1,0,0,5
"540","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,23906580.23148,"12/30/2023",3,17266259528.29,1,0,1,4
"541","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,19222182.75369,"2/24/2024",3,8941915343.2,0,0,1,1
"542","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,15937720.15432,"1/30/2024",2,3405614520.34,1,0,0,4
"543","124.216.93.206",8648305438,1979,0,53843649.17,"China",5,4,43,5,1988,1,2,"Switzerland",3,0.8,729150,20299055.73709,"45568",2,25137691008.51,1,1,0,4
"544","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,31867783.53152,"45325",4,1111198092.13,1,0,0,2
"545","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,19668397.64836,"45445",2,27529368492.53,0,1,0,4
"546","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,50913763.53278,"10/23/2023",5,3139482920.51,1,0,0,5
"547","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,15933891.76576,"6/23/2024",1,25844886377.78,0,1,1,1
"548","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,43320268.23816,"45628",2,7746963181.29,0,1,1,2
"549","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,41950949.41454,"5/18/2024",1,7667311743.86,0,0,1,1
"550","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,14191122.35388,"45569",1,14808444385.31,0,1,1,1
"551","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,61494863.53348,"45356",5,9984332179.56,0,1,1,1
"552","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,2240703.52956,"45418",5,722271506.44,1,0,1,2
"553","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,61619347.0629,"4/18/2024",1,10290659151.2,1,1,1,3
"554","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,5103824.70622,"8/13/2024",3,29765313115.97,0,1,1,4
"555","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,24274288.2369,"8/24/2024",5,29030541919.31,0,0,0,5
"556","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,16182858.8246,"10/31/2023",5,16649781346.68,1,1,0,4
"557","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,54150335.2977,"44997",4,4072669624.14,1,1,1,3
"558","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,33361585.88456,"1/21/2024",3,14065255042.1,1,1,1,2
"559","124.227.170.201",1787376877,1952,1,124483529.42,"Indonesia",5,2,64,4,1985,0,4,"Switzerland",1,0.99,670380,45063037.65004,"45567",2,2091751981.43,0,0,0,2
"560","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,1858827.85515,"2/15/2024",1,26710625519.05,0,0,1,3
"561","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,1458400.0859,"1/20/2024",3,4516556272.55,0,0,0,3
"562","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,273976.89475,"45601",3,12075944645.12,0,1,0,4
"563","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,1243433.59925,"10/29/2023",3,10807193068.01,1,1,0,2
"564","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,543738.76035,"9/19/2023",5,8554329747.92,0,1,0,3
"565","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,632254.3725,"1/19/2024",3,29121379882.25,0,0,1,5
"566","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,1766097.21385,"45149",4,979765420.05,0,0,0,3
"567","125.24.227.181",7601053474,1994,0,4215029.15,"Spain",5,2,1,3,1998,1,16,"France",3,0.92,527619,1251863.65755,"45331",2,20132178253.64,0,1,0,3
"568","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,15726237.28422,"45536",1,20952183091.88,0,0,0,1
"569","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,33455816.89764,"3/25/2024",2,6405179064.77,0,1,1,5
"570","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,3005013.4938,"7/26/2024",4,11481900626.55,0,1,1,4
"571","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,9215374.71432,"12/19/2023",3,12004787526.16,0,1,1,4
"572","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,23939940.83394,"12/23/2023",3,13399059308.94,0,1,0,4
"573","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,33455816.89764,"11/29/2023",5,4960073967.92,0,0,1,3
"574","125.63.158.4",7813313828,1967,1,100167116.46,"Argentina",4,5,65,4,1978,1,27,"Germany",3,0.64,912904,20133590.40846,"45180",1,5721227680.52,1,1,0,4
"575","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,10140632.292,"45297",1,3669819153.55,1,1,1,5
"576","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,40309013.3607,"45057",2,19662229496.09,1,1,0,1
"577","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,6084379.3752,"45474",3,8718875935.62,1,1,0,1
"578","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,23407959.5407,"11/15/2023",3,3571824597.09,1,1,0,1
"579","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,18253138.1256,"3/26/2024",1,5935960411.99,1,0,0,4
"580","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,9464590.1392,"9/17/2023",2,896704044.51,1,0,1,2
"581","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,14788422.0925,"10/13/2023",2,22994474206.89,1,1,1,4
"582","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,28478275.6867,"3/25/2024",4,5487100517.3,0,0,0,3
"583","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,11661727.1358,"4/28/2024",5,11084846101.31,0,0,0,5
"584","126.34.189.183",4771581983,1952,1,84505269.1,"Philippines",1,4,31,2,1956,1,1,"Switzerland",5,0.99,106034,21041812.0059,"5/23/2024",3,20474389071.39,1,1,1,3
"585","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,3131570.61576,"45601",5,18826261272.57,1,0,1,2
"586","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,5059806.22639,"45417",2,12571433667.39,1,1,0,3
"587","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,3653499.05172,"45413",3,20213539902.1,1,0,1,2
"588","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,1623777.35632,"10/16/2023",1,15629717989.54,1,0,1,5
"589","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,1652773.38054,"7/24/2024",1,2986566809.19,0,0,1,3
"590","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,5001814.17795,"45271",4,13937016172.64,0,1,1,4
"591","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,4001451.34236,"10/24/2023",1,744575136.52,0,1,1,1
"592","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,2856108.38567,"45449",2,12397567276.64,0,0,1,3
"593","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,3465024.89429,"5/27/2024",2,20463560296.57,0,0,1,4
"594","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,2551650.13136,"4/25/2024",5,19938902557.56,0,1,1,3
"595","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,4769845.98419,"5/24/2024",4,26985025499.68,0,0,1,3
"596","127.116.44.143",7453509238,1984,1,14498012.11,"Cuba",2,3,40,4,1995,1,30,"Switzerland",5,0.77,651095,2232693.86494,"44996",1,5853088448.2,0,1,1,5
"597","127.209.203.168",4008171819,1972,0,12812519.5,"China",3,1,13,2,1993,1,11,"Switzerland",2,0.64,449824,2152503.276,"45451",1,28401225890.34,1,1,1,1
"598","127.209.203.168",4008171819,1972,0,12812519.5,"China",3,1,13,2,1993,1,11,"Switzerland",2,0.64,449824,3664380.577,"7/18/2024",5,16488345661.47,0,1,0,1
"599","127.209.203.168",4008171819,1972,0,12812519.5,"China",3,1,13,2,1993,1,11,"Switzerland",2,0.64,449824,461250.702,"10/25/2023",5,531628615.51,1,1,0,4
"600","127.209.203.168",4008171819,1972,0,12812519.5,"China",3,1,13,2,1993,1,11,"Switzerland",2,0.64,449824,2652191.5365,"9/17/2023",3,7632397797.5,0,0,1,1
"601","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,36071149.24908,"45541",4,29439424349.66,0,1,0,1
"602","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,30108975.81948,"45360",5,8187478631.29,0,0,1,1
"603","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,34655133.05955,"44937",3,25707256910.83,1,1,1,3
"604","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,28991068.30143,"9/28/2023",5,15278298559.06,0,0,1,4
"605","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,34357024.38807,"9/27/2023",3,27573816341.4,1,0,1,4
"606","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,6856499.44404,"11/20/2023",3,29643304746.69,0,1,1,4
"607","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,11924346.8592,"3/27/2024",2,6289540627.08,0,0,0,3
"608","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,12222455.53068,"6/15/2024",5,20286622774.69,1,1,1,3
"609","127.9.125.240",6972980070,1974,0,74527167.87,"Canada",1,1,5,1,1997,1,18,"Switzerland",2,0.82,692397,10433803.5018,"45417",4,24085731043.4,1,1,0,1
"610","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,689147.4087,"10/13/2023",3,29397720014.03,1,1,0,1
"611","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,778481.33205,"1/16/2024",5,8150463303.54,0,1,0,4
"612","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,5806705.01775,"7/22/2024",4,24773754430.91,0,0,1,4
"613","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,6151278.7221,"7/28/2024",1,13181457354.25,1,0,0,4
"614","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,3190497.2625,"45293",5,13530281622.05,0,0,0,3
"615","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,5053747.6638,"45295",3,25056703861.69,0,1,0,3
"616","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,2488587.86475,"6/18/2024",3,28996592572.05,1,0,0,5
"617","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,2743827.64575,"7/18/2024",3,14110642190.32,1,1,1,4
"618","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,4938889.76235,"6/26/2024",2,29621085355.79,0,1,1,3
"619","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,3037353.3939,"45383",4,10844148932.38,1,0,1,1
"620","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,3917930.63835,"5/30/2024",4,23650149710.01,0,1,1,4
"621","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,3560594.94495,"45475",2,22468661118.36,0,0,0,4
"622","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,344573.70435,"45326",5,10782711793.39,1,0,0,2
"623","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,1378294.8174,"45353",3,3436073340.51,0,0,0,5
"624","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,1786678.467,"45598",1,7227406311.49,0,1,1,5
"625","128.213.132.152",6972980070,1972,0,12761989.05,"China",5,1,13,2,1997,1,18,"Switzerland",2,0.82,692397,1442104.76265,"45386",5,18530014106.99,1,1,1,5
"626","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,3711976.84256,"6/26/2024",4,15952983172.97,0,1,1,2
"627","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,4270667.23468,"45088",5,18441739732.79,1,0,1,4
"628","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,1306767.35784,"11/25/2023",2,18427487549.68,0,1,1,2
"629","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,3929771.4022,"1/26/2024",3,21788041870.17,0,0,1,5
"630","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,3711976.84256,"2/18/2024",4,19403427843.68,1,0,1,1
"631","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,1893865.736,"5/23/2024",3,16790193346.93,1,0,0,2
"632","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,3863486.10144,"45474",4,8680090235.55,0,1,1,3
"633","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,4583155.08112,"45271",1,8332383207.37,0,0,0,1
"634","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,2528310.75756,"45449",3,6575826353.22,0,1,0,4
"635","13.115.112.129",1218786582,1984,1,9469328.68,"Finland",2,3,59,1,1962,1,29,"Germany",4,0.86,1350899,3598344.8984,"44997",3,24517659205.55,1,0,0,5
"636","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,16539019.55688,"45480",1,18051731502.4,0,0,1,5
"637","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,5803164.7568,"8/22/2024",3,17396322900.15,1,1,1,1
"638","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,253888.45811,"1/22/2024",2,11638178491.43,0,0,1,3
"639","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,1813488.9865,"10/29/2023",3,15651049910.53,0,1,0,3
"640","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,8595937.79601,"45390",3,12424950685.77,0,0,1,2
"641","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,15051958.58795,"11/18/2023",2,21560891866.17,1,0,0,2
"642","13.55.196.13",1679571494,1974,1,36269779.73,"Kosovo",1,1,26,3,1985,1,28,"China",3,0.88,261176,6637369.69059,"45326",4,13458787304.17,1,1,1,2
